product_id,vendor_sku,name,description,category,color,material,pattern,price_min,price_max
P0900,V-DRE-0900,Cocktail Dress,Pink Geometric Linen Cocktail Dress with cap sleeves sleeves off-shoulder neck,DRESS,Pink,Linen,Geometric,599,1999
P0901,V-KUR-0901,Embroidered Kurta,Yellow Geometric Linen Embroidered Kurta with short sleeves boat neck neck,KURTA,Yellow,Linen,Geometric,499,1999
P0902,V-JEA-0902,Wide Leg Jeans,Gray Vintage Wash Raw Denim Wide Leg Jeans slim fit,JEANS,Gray,Raw Denim,Vintage Wash,799,2499
P0903,V-TSH-0903,Henley Style T-Shirt,Blue Organic Cotton Henley Style T-Shirt with sleeveless sleeves henley neck,TSHIRT,Blue,Organic Cotton,Solid,199,799
P0904,V-POL-0904,Performance Polo,Maroon Cotton Blend Performance Polo with short sleeves,POLO,Maroon,Cotton Blend,Solid,299,999
P0905,V-TOP-0905,Asymmetric Top,Yellow Striped Cotton Asymmetric Top with short sleeves off-shoulder neck,TOP,Yellow,Cotton,Striped,299,899
P0906,V-TSH-0906,Striped Casual Tee,Pink Logo Organic Cotton Striped Casual Tee with sleeveless sleeves scoop neck,TSHIRT,Pink,Organic Cotton,Logo,199,799
P0907,V-SAL-0907,Designer Salwar,Beige Printed Chiffon Designer Salwar regular fit,SALWAR,Beige,Chiffon,Printed,399,1299
P0908,V-SHI-0908,Relaxed Fit Shirt,Black Chambray Relaxed Fit Shirt with long sleeves button-down neck,SHIRT,Black,Chambray,Solid,399,1499
P0909,V-DRE-0909,Boho Chic Dress,Floral Polka Dots Cotton Boho Chic Dress with short sleeves square neck,DRESS,Floral,Cotton,Polka Dots,599,1999
P0910,V-TOP-0910,Peplum Top,Pink Polyester Peplum Top with three-quarter sleeves off-shoulder neck,TOP,Pink,Polyester,Solid,299,899
P0911,V-DRE-0911,Boho Chic Dress,Floral Printed Chiffon Boho Chic Dress with short sleeves round neck,DRESS,Floral,Chiffon,Printed,599,1999
P0912,V-DRE-0912,Boho Chic Dress,Red Polka Dots Georgette Boho Chic Dress with cap sleeves sleeves square neck,DRESS,Red,Georgette,Polka Dots,599,1999
P0913,V-DRE-0913,Bodycon Party Dress,Blue Abstract Georgette Bodycon Party Dress with long sleeves halter neck,DRESS,Blue,Georgette,Abstract,599,1999
P0914,V-TSH-0914,Oversized Comfort T-Shirt,Navy Graphic Cotton Oversized Comfort T-Shirt with short sleeves henley neck,TSHIRT,Navy,Cotton,Graphic,199,799
P0915,V-SAL-0915,Comfort Fit Salwar,Solid Striped Linen Comfort Fit Salwar churidar fit,SALWAR,Solid,Linen,Striped,399,1299
P0916,V-JEA-0916,Vintage Wash Jeans,Gray Raw Denim Vintage Wash Jeans slim fit,JEANS,Gray,Raw Denim,Solid,799,2499
P0917,V-TSH-0917,V-Neck Casual T-Shirt,Green Logo Organic Cotton V-Neck Casual T-Shirt with long sleeves henley neck,TSHIRT,Green,Organic Cotton,Logo,199,799
P0918,V-JEA-0918,High Waist Jeans,Dark Blue Vintage Wash Raw Denim High Waist Jeans relaxed fit,JEANS,Dark Blue,Raw Denim,Vintage Wash,799,2499
P0919,V-DRE-0919,Office Formal Dress,Black Printed Crepe Office Formal Dress with cap sleeves sleeves off-shoulder neck,DRESS,Black,Crepe,Printed,599,1999
P0920,V-KUR-0920,Party Wear Kurta,Beige Geometric Cotton Party Wear Kurta with three-quarter sleeves mandarin neck,KURTA,Beige,Cotton,Geometric,499,1999
P0921,V-SAL-0921,Wide Leg Salwar,Beige Embroidered Chiffon Wide Leg Salwar palazzo fit,SALWAR,Beige,Chiffon,Embroidered,399,1299
P0922,V-POL-0922,Striped Polo Shirt,Maroon Stripes Performance Fabric Striped Polo Shirt with short sleeves,POLO,Maroon,Performance Fabric,Stripes,299,999
P0923,V-DRE-0923,Shift Dress,Black Polka Dots Linen Shift Dress with short sleeves round neck,DRESS,Black,Linen,Polka Dots,599,1999
P0924,V-TSH-0924,Graphic Print T-Shirt,Pink Cotton Graphic Print T-Shirt with sleeveless sleeves henley neck,TSHIRT,Pink,Cotton,Solid,199,799
P0925,V-KUR-0925,Embroidered Kurta,Green Printed Chiffon Embroidered Kurta with short sleeves round neck,KURTA,Green,Chiffon,Printed,499,1999
P0926,V-POL-0926,Classic Polo Shirt,Navy Pique Cotton Classic Polo Shirt with short sleeves,POLO,Navy,Pique Cotton,Solid,299,999
P0927,V-SAL-0927,Trouser Style Salwar,Black Printed Linen Trouser Style Salwar palazzo fit,SALWAR,Black,Linen,Printed,399,1299
P0928,V-SHI-0928,Denim Shirt,Checked Printed Cotton Denim Shirt with long sleeves band collar neck,SHIRT,Checked,Cotton,Printed,399,1499
P0929,V-KUR-0929,Anarkali Kurta,Beige Embroidered Linen Anarkali Kurta with short sleeves boat neck neck,KURTA,Beige,Linen,Embroidered,499,1999
P0930,V-SAL-0930,Designer Salwar,Beige Embroidered Cotton Designer Salwar churidar fit,SALWAR,Beige,Cotton,Embroidered,399,1299
P0931,V-TOP-0931,Peplum Top,Black Floral Chiffon Peplum Top with sleeveless sleeves halter neck,TOP,Black,Chiffon,Floral,299,899
P0932,V-POL-0932,Performance Polo,Gray Performance Fabric Performance Polo with long sleeves,POLO,Gray,Performance Fabric,Solid,299,999
P0933,V-POL-0933,Classic Polo Shirt,Navy Embroidered Cotton Classic Polo Shirt with long sleeves,POLO,Navy,Cotton,Embroidered,299,999
P0934,V-TOP-0934,Off-Shoulder Top,White Floral Cotton Off-Shoulder Top with three-quarter sleeves v-neck neck,TOP,White,Cotton,Floral,299,899
P0935,V-KUR-0935,A-Line Kurta,White Geometric Georgette A-Line Kurta with three-quarter sleeves boat neck neck,KURTA,White,Georgette,Geometric,499,1999
P0936,V-TOP-0936,Wrap Top,Printed Chiffon Wrap Top with sleeveless sleeves round neck,TOP,Printed,Chiffon,Solid,299,899
P0937,V-SAL-0937,Traditional Salwar,Black Embroidered Georgette Traditional Salwar palazzo fit,SALWAR,Black,Georgette,Embroidered,399,1299
P0938,V-SHI-0938,Long Sleeve Casual Shirt,Checked Cotton Long Sleeve Casual Shirt with long sleeves button-down neck,SHIRT,Checked,Cotton,Solid,399,1499
P0939,V-KUR-0939,Linen Kurta,Green Printed Silk Linen Kurta with short sleeves round neck,KURTA,Green,Silk,Printed,499,1999
P0940,V-SAL-0940,Trouser Style Salwar,Beige Striped Linen Trouser Style Salwar regular fit,SALWAR,Beige,Linen,Striped,399,1299
P0941,V-KUR-0941,Designer Kurta,Printed Printed Cotton Designer Kurta with short sleeves round neck,KURTA,Printed,Cotton,Printed,499,1999
P0942,V-JEA-0942,Slim Fit Denim Jeans,Light Blue Faded Raw Denim Slim Fit Denim Jeans skinny fit,JEANS,Light Blue,Raw Denim,Faded,799,2499
P0943,V-POL-0943,Business Casual Polo,Maroon Color Block Cotton Blend Business Casual Polo with short sleeves,POLO,Maroon,Cotton Blend,Color Block,299,999
P0944,V-KUR-0944,Cotton Kurta,White Floral Chiffon Cotton Kurta with short sleeves v-neck neck,KURTA,White,Chiffon,Floral,499,1999
P0945,V-TOP-0945,Asymmetric Top,Yellow Printed Polyester Asymmetric Top with short sleeves round neck,TOP,Yellow,Polyester,Printed,299,899
P0946,V-DRE-0946,Cocktail Dress,Black Abstract Georgette Cocktail Dress with short sleeves v-neck neck,DRESS,Black,Georgette,Abstract,599,1999
P0947,V-DRE-0947,A-Line Summer Dress,Black Printed Polyester A-Line Summer Dress with short sleeves off-shoulder neck,DRESS,Black,Polyester,Printed,599,1999
P0948,V-DRE-0948,Boho Chic Dress,Navy Cotton Boho Chic Dress with cap sleeves sleeves halter neck,DRESS,Navy,Cotton,Solid,599,1999
P0949,V-JEA-0949,Regular Fit Jeans,White Distressed Denim Regular Fit Jeans relaxed fit,JEANS,White,Denim,Distressed,799,2499
P0950,V-POL-0950,Mesh Polo Shirt,Blue Stripes Pique Cotton Mesh Polo Shirt with short sleeves,POLO,Blue,Pique Cotton,Stripes,299,999
P0951,V-KUR-0951,Linen Kurta,Green Printed Cotton Linen Kurta with long sleeves v-neck neck,KURTA,Green,Cotton,Printed,499,1999
P0952,V-KUR-0952,Party Wear Kurta,Printed Printed Linen Party Wear Kurta with three-quarter sleeves round neck,KURTA,Printed,Linen,Printed,499,1999
P0953,V-DRE-0953,Floral Print Maxi Dress,Pink Floral Georgette Floral Print Maxi Dress with short sleeves off-shoulder neck,DRESS,Pink,Georgette,Floral,599,1999
P0954,V-POL-0954,Classic Polo Shirt,Black Cotton Classic Polo Shirt with long sleeves,POLO,Black,Cotton,Solid,299,999
P0955,V-TOP-0955,Bardot Top,Black Printed Polyester Bardot Top with three-quarter sleeves halter neck,TOP,Black,Polyester,Printed,299,899
P0956,V-SAL-0956,Printed Salwar,Printed Linen Printed Salwar churidar fit,SALWAR,Printed,Linen,Solid,399,1299
P0957,V-TOP-0957,Knot Front Top,Yellow Striped Cotton Knot Front Top with three-quarter sleeves halter neck,TOP,Yellow,Cotton,Striped,299,899
P0958,V-TSH-0958,Pocket T-Shirt,Gray Polyester Pocket T-Shirt with sleeveless sleeves crew neck,TSHIRT,Gray,Polyester,Solid,199,799
P0959,V-KUR-0959,Party Wear Kurta,Pink Floral Georgette Party Wear Kurta with three-quarter sleeves v-neck neck,KURTA,Pink,Georgette,Floral,499,1999
P0960,V-SHI-0960,Formal Cotton Shirt,White Checks Linen Formal Cotton Shirt with long sleeves band collar neck,SHIRT,White,Linen,Checks,399,1499
P0961,V-DRE-0961,Casual Midi Dress,Black Georgette Casual Midi Dress with sleeveless sleeves square neck,DRESS,Black,Georgette,Solid,599,1999
P0962,V-JEA-0962,High Waist Jeans,Gray Vintage Wash Stretch Denim High Waist Jeans slim fit,JEANS,Gray,Stretch Denim,Vintage Wash,799,2499
P0963,V-TSH-0963,Pocket T-Shirt,Navy Polyester Pocket T-Shirt with long sleeves crew neck,TSHIRT,Navy,Polyester,Solid,199,799
P0964,V-POL-0964,Long Sleeve Polo,Blue Color Block Performance Fabric Long Sleeve Polo with short sleeves,POLO,Blue,Performance Fabric,Color Block,299,999
P0965,V-JEA-0965,Regular Fit Jeans,Black Stretch Denim Regular Fit Jeans bootcut fit,JEANS,Black,Stretch Denim,Solid,799,2499
P0966,V-SAL-0966,Printed Salwar,Navy Georgette Printed Salwar wide leg fit,SALWAR,Navy,Georgette,Solid,399,1299
P0967,V-TOP-0967,Crop Top,Black Printed Chiffon Crop Top with bell sleeves sleeves v-neck neck,TOP,Black,Chiffon,Printed,299,899
P0968,V-SAL-0968,Designer Salwar,White Printed Linen Designer Salwar palazzo fit,SALWAR,White,Linen,Printed,399,1299
P0969,V-SHI-0969,Checked Pattern Shirt,Blue Cotton Blend Checked Pattern Shirt with short sleeves band collar neck,SHIRT,Blue,Cotton Blend,Solid,399,1499
P0970,V-DRE-0970,Floral Print Maxi Dress,Green Abstract Crepe Floral Print Maxi Dress with long sleeves square neck,DRESS,Green,Crepe,Abstract,599,1999
P0971,V-JEA-0971,Straight Leg Jeans,Black Faded Raw Denim Straight Leg Jeans slim fit,JEANS,Black,Raw Denim,Faded,799,2499
P0972,V-SAL-0972,Ankle Length Salwar,Navy Striped Georgette Ankle Length Salwar wide leg fit,SALWAR,Navy,Georgette,Striped,399,1299
P0973,V-SHI-0973,Formal Cotton Shirt,Checked Checks Poplin Formal Cotton Shirt with short sleeves band collar neck,SHIRT,Checked,Poplin,Checks,399,1499
P0974,V-SAL-0974,Wide Leg Salwar,Printed Printed Linen Wide Leg Salwar regular fit,SALWAR,Printed,Linen,Printed,399,1299
P0975,V-SAL-0975,Cotton Salwar,White Cotton Cotton Salwar wide leg fit,SALWAR,White,Cotton,Solid,399,1299
P0976,V-SAL-0976,Elastic Waist Salwar,White Striped Cotton Elastic Waist Salwar churidar fit,SALWAR,White,Cotton,Striped,399,1299
P0977,V-POL-0977,Business Casual Polo,Red Stripes Cotton Business Casual Polo with short sleeves,POLO,Red,Cotton,Stripes,299,999
P0978,V-SHI-0978,Checked Pattern Shirt,White Printed Cotton Checked Pattern Shirt with long sleeves,SHIRT,White,Cotton,Printed,399,1499
P0979,V-TOP-0979,Knot Front Top,Red Floral Cotton Knot Front Top with sleeveless sleeves halter neck,TOP,Red,Cotton,Floral,299,899
P0980,V-DRE-0980,Shift Dress,Green Polka Dots Georgette Shift Dress with short sleeves round neck,DRESS,Green,Georgette,Polka Dots,599,1999
P0981,V-SAL-0981,Traditional Salwar,Printed Chiffon Traditional Salwar palazzo fit,SALWAR,Printed,Chiffon,Solid,399,1299
P0982,V-SAL-0982,Solid Color Salwar,Solid Linen Solid Color Salwar palazzo fit,SALWAR,Solid,Linen,Solid,399,1299
P0983,V-TSH-0983,Pocket T-Shirt,White Cotton Blend Pocket T-Shirt with long sleeves scoop neck,TSHIRT,White,Cotton Blend,Solid,199,799
P0984,V-TOP-0984,Knot Front Top,Navy Striped Cotton Knot Front Top with sleeveless sleeves round neck,TOP,Navy,Cotton,Striped,299,899
P0985,V-JEA-0985,Skinny Fit Jeans,Black Stretch Denim Skinny Fit Jeans bootcut fit,JEANS,Black,Stretch Denim,Solid,799,2499
P0986,V-JEA-0986,Wide Leg Jeans,Gray Distressed Denim Wide Leg Jeans straight fit,JEANS,Gray,Denim,Distressed,799,2499
P0987,V-SAL-0987,Solid Color Salwar,Black Embroidered Cotton Solid Color Salwar palazzo fit,SALWAR,Black,Cotton,Embroidered,399,1299
P0988,V-TOP-0988,Tunic Top,Red Striped Cotton Tunic Top with bell sleeves sleeves off-shoulder neck,TOP,Red,Cotton,Striped,299,899
P0989,V-POL-0989,Long Sleeve Polo,Navy Performance Fabric Long Sleeve Polo with long sleeves,POLO,Navy,Performance Fabric,Solid,299,999
P0990,V-SHI-0990,Casual Linen Shirt,Blue Stripes Cotton Casual Linen Shirt with short sleeves button-down neck,SHIRT,Blue,Cotton,Stripes,399,1499
P0991,V-DRE-0991,Cocktail Dress,Blue Geometric Polyester Cocktail Dress with short sleeves square neck,DRESS,Blue,Polyester,Geometric,599,1999
P0992,V-SAL-0992,Trouser Style Salwar,White Embroidered Linen Trouser Style Salwar wide leg fit,SALWAR,White,Linen,Embroidered,399,1299
P0993,V-TOP-0993,Bardot Top,Navy Printed Cotton Bardot Top with short sleeves round neck,TOP,Navy,Cotton,Printed,299,899
P0994,V-JEA-0994,Stretch Comfort Jeans,Gray Vintage Wash Raw Denim Stretch Comfort Jeans bootcut fit,JEANS,Gray,Raw Denim,Vintage Wash,799,2499
P0995,V-KUR-0995,Designer Kurta,Printed Floral Georgette Designer Kurta with long sleeves v-neck neck,KURTA,Printed,Georgette,Floral,499,1999
P0996,V-SHI-0996,Oxford Button-Down Shirt,Blue Printed Cotton Blend Oxford Button-Down Shirt with long sleeves band collar neck,SHIRT,Blue,Cotton Blend,Printed,399,1499
P0997,V-TSH-0997,V-Neck Casual T-Shirt,Red Logo Cotton Blend V-Neck Casual T-Shirt with short sleeves v-neck neck,TSHIRT,Red,Cotton Blend,Logo,199,799
P0998,V-SHI-0998,Oxford Button-Down Shirt,Checked Checks Linen Oxford Button-Down Shirt with short sleeves,SHIRT,Checked,Linen,Checks,399,1499
P0999,V-POL-0999,Classic Polo Shirt,Black Color Block Cotton Blend Classic Polo Shirt with long sleeves,POLO,Black,Cotton Blend,Color Block,299,999
P1000,V-DRE-1000,Wrap Style Dress,Black Polka Dots Linen Wrap Style Dress with sleeveless sleeves square neck,DRESS,Black,Linen,Polka Dots,599,1999
